learner,anchors,openmlid,slopes,is_nonmonotonic64,is_nonmonotonic256,is_nonmonotonic
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 5793, 8192, 11585, 16384, 16718]",823,"[0.0004590047626462658, 0.00036342550032656876, 0.00044114449341713986, 0.0002899888501731685, 0.00021994512092344192, -3.3408318650097705e-05, 1.998760968418078e-05, 3.040735472751324e-06, 9.210829358723754e-05, 1.1619151607825174e-05, 6.004283692001905e-06, 3.905654165493011e-05, 2.4259740259740275e-05, 3.2675324675324706e-05, -3.792207792207801e-06, 2.0103896103896118e-05, -2.597402597402599e-06, 2.2025974025974053e-05, 6.680519480519487e-05, -4.8467532467532504e-05, 4.768831168831173e-05, 1.942857142857145e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",837,"[-0.009268741376656548, -0.010649598720292055, -0.008663325986830011, -0.003357193245970498, 0.0024110301226614493, 0.002643592282666961, 0.0010274512563630592, 0.0004413382335586171, 0.00022011064118212506, 0.00019596938223354348, -3.9369237253452285e-05, 0.00014133692470171054]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 5793, 8192, 11585, 16384, 18454]",843,"[0.003416898371303309, 0.004266716443048532, 0.0008973464384092918, 0.0009659616544771118, 0.0011036912285659498, 0.0001049666305065142, 0.00020169260097193165, -2.8870598750251317e-05, -3.9195250774642276e-05, -5.18398365828868e-05, -4.5663738299149995e-07, -2.419573941764504e-05, 0.00011438961038961048, -4.597402597402601e-05, -9.605194805194811e-05, 5.194805194805184e-05, 0.00015303896103896115, -8.898701298701299e-05, 3.8025974025973785e-05, 0.00013106493506493544, -5.885714285714286e-05, -0.0002355187969924814]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 5324]",847,"[-0.00011661304878696216, 0.002269183929633563, 0.0020114229403121876, 0.0020950531523220802, 0.0010457923012009292, 5.70745422366099e-05, 0.00026549140276263143, -0.00015917124464848119, 0.00011000788992232743, 2.3746388979043284e-05, -7.289842302139157e-06, 1.2476539756545532e-05, 3.0077922077922097e-05, -8.259740259740265e-05, -0.00014394805194805203, -3.1012987012987055e-05, 1.9480519480519493e-05, 7.151879699248128e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",866,"[-0.009070958706000599, -0.009955278196276144, -0.007278508034613768, -0.003046326469095773, 0.001933144786176948, 0.0021273076272349816, 0.0013164092368196142, 0.0007984859027216853, 0.0004400239500146756, 7.314503510767593e-05, -5.724708540308659e-05, -0.00010845825671952178]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 939]",897,"[-0.0027442296994270392, -0.0007984348854921008, -4.3940249473846274e-05, 8.321166831458175e-05, 0.00011469964907891551, 0.0002686013746868352, 0.00016499679596569956, 8.41817723464501e-05, -1.6477841525890596e-05, 1.6573635716225513e-05, 4.893955671581485e-05, -5.08309241077294e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",904,"[-0.006464215720328427, -0.007923542416611435, -0.008969713506624611, -0.002320527088918085, 0.0006652785957104698, 0.0009020360539484694, 0.0007940247361413253, 1.7111814775560876e-05, 6.949405223064324e-05, -9.825397826399247e-05, 5.109861104750103e-05, 7.900005692555277e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 6998]",923,"[-0.0005323117089681608, 0.00043841060582745035, 3.5517895691389126e-05, 2.386539931203995e-05, -0.0003707275053147923, -0.00012418285467792175, -8.878674850100625e-05, -7.395107021925074e-05, -1.772867829894411e-05, 1.5034175335776573e-05, 7.484870794684517e-05, 7.4525101214255375e-06, 1.9792207792207807e-05, -5.974025974025982e-06, 2.0727272727272738e-05, -2.8883116883116905e-05, 2.753246753246754e-05, 7.0375939849624195e-06]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1053]",930,"[-0.0063120036162945216, -0.008085246334488797, -0.003729360017930619, -0.0015401128695273314, 3.971434442460076e-05, 0.0014169270394602512, 0.0011354928111929209, 0.0006201106989834723, 0.00042401175221492275, 0.0002301773841481608, 0.00016758527312770764, -4.1585445549430984e-05, 7.096103896103903e-05, -4.541353383458653e-06]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 936]",934,"[-0.004897972759554451, -0.004135833415316568, -0.0005934187962218101, 0.00043070655594644057, 0.0002846841908025289, 0.0004357796483739969, 9.354522042591356e-05, 0.00011326540941737654, 7.907692283671805e-05, 0.00012551621049219547, -3.69076533180384e-05, -1.2029752664263422e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1871]",958,"[-0.0022404990153832615, 0.0005149330512330523, 0.0005170727965279154, -7.955497714891683e-05, -5.02725245737921e-05, 9.161206772483525e-05, 3.0598193490806955e-05, -1.9907044731238093e-05, 1.0176884761761051e-05, 7.89676714270084e-06, -1.4787517304018355e-05, 1.1739867189351717e-05, -8.000000000000005e-06, -1.0045112781954897e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 8067]",976,"[-0.0004060422117564974, 0.0004020619745370909, 0.0007186498826309973, 0.0005389321261890746, 0.00018610378101307265, 5.344834082934844e-05, 6.33585008600518e-05, -2.9395130780983867e-05, 3.403293473792616e-05, -1.811127905061908e-05, 2.2472677435816954e-05, 4.1989752532242644e-05, 2.0779220779220926e-07, -1.5636363636363646e-05, -2.2649350649350647e-05, -1.703896103896101e-05, 2.0935064935064977e-05, -6.207518796992488e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 4050]",979,"[-0.008857957728219967, -0.006345125385159902, -0.0027552211720928395, 0.00023004029881453235, 0.0010679795719843051, 0.0006815890999659267, 0.000808162246538911, 0.00034207935725461555, 6.918380771298583e-05, 4.4445205938904424e-05, 5.540196468745318e-05, 2.4209615631541047e-05, 4.742857142857145e-05, -1.2987012987013005e-05, 2.031168831168832e-05, 1.726315789473687e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1708]",1067,"[-0.0003572313788509008, 0.0004940784299566169, 0.0011926693620928914, 0.0017081478851377536, 0.0011011484068323128, 0.0005685395511888136, 0.0009345678301441218, 0.00016452006503904121, 6.61658817913054e-05, 5.4113359954302945e-05, 8.871369885090243e-05, 2.226447604541655e-05, -4.644155844155846e-05, 0.00011939849624060164]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 5793, 8192, 15406]",1120,"[0.003576504183934873, 0.005848302283502302, 0.0038634982546252527, 0.0006247420681370124, 0.0004262035484483529, 0.0011460899383795677, 0.00046444581012895563, 0.00025482870411259914, 0.00023726215196108566, 0.000139580546976932, -7.374833145058203e-05, -3.1926734081612424e-05, -5.553246753246763e-05, 4.742857142857147e-05, -4.202597402597404e-05, -0.00017584415584415592, 1.6883116883116884e-05, 5.1376623376623525e-05, -9.537662337662356e-05, -0.00020036090225563914]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 981]",1479,"[-0.00027592897118899944, 0.0025957445507511466, 0.0006086707088912527, 0.0011927086057358547, 0.0002765104085983713, 0.00011563826441201068, 7.537427004602535e-05, 0.0002890950533294188, 0.0005302317082370651, 0.00047426187993259735, 0.00014606075010867463, 2.800097151653974e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 854]",1494,"[-0.0044185183013266, -0.0026263041946543945, -0.0007325230996361705, 0.0006195727578080425, 0.0011474209045900042, 0.000629242740755631, 0.0006306870411752243, 0.0003435284035029696, 0.00013922515663078433, 0.00011601530812466872, 5.809501399453099e-05, 3.4093490962119755e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 981]",1566,"[0.0022532859155252618, 0.002531777882688588, 0.002294148146215004, 0.0011690871830050099, 0.0012324273585373451, 0.0008345362849587842, 0.0009029391406755273, -7.268354595733581e-05, 0.00018097249259384034, -0.00019164793027384947, -3.2555593087524455e-05, 8.743477874925995e-05]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 3967]",40498,"[-0.0021316254489079133, 0.011258353315519271, 0.008760665212032665, 0.0037107846838953253, 0.0020414770769443275, 0.0014233110290877364, 0.0008382406506091946, 0.00013717184073201176, 0.0001330575657219609, 0.00010499387585265564, 3.1499504712197076e-05, 8.343391524551944e-05, 4.888311688311703e-05, -1.807792207792213e-05, -0.0001713246753246753, -3.3052631578947474e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1571]",40982,"[-0.006891074779110048, -0.0021107868201035457, 0.0010739381744635037, 0.0039322152087924835, 0.003992918288847364, 0.0018338589143277783, 0.0006223444161922198, 0.0003139801913755317, 5.791372277293967e-05, 0.0002185326315875183, 9.487275020790002e-05, 4.560451246867999e-05, -3.646753246753249e-05, -0.00013867669172932374]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1871]",40984,"[-0.0031301100242725637, 0.0030180969396622877, 0.0035170640126621277, 0.0014366488905016906, 0.0006443368042375182, 0.0006463830101932072, 0.00015482872179024354, 8.344026099197929e-05, 0.0003361956339734438, 0.00015551327887547976, 6.828489828519181e-05, 5.891166815282368e-07, 1.594805194805196e-05, -4.387969924812046e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 4149]",41146,"[-0.011287027811165681, -0.0014691180817398872, 0.0016077584133051257, 0.001679260189766649, 0.000509865907273453, 0.0009377191463773442, 0.00024603956556308674, -2.6915354340906317e-05, -7.787426244204475e-05, 8.131581438102044e-06, 2.3168713861244455e-05, -4.38046805783652e-05, -4.072727272727275e-05, -1.397402597402599e-05, -2.2285714285714297e-05, 4.384415584415586e-05, -4.316883116883118e-05, -3.792481203007525e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 3358]",41156,"[-0.009365255768185947, -0.005670776058429752, -0.0001398555262070263, 0.0016949785780934281, 0.0014617199733872172, 0.00048060769568995207, 0.00053148631310332, 0.00010472155046406177, 0.0001630780409667373, 0.00011442790332037994, 7.58156271131956e-05, -7.021552080379074e-05, -2.083116883116884e-05, -1.4389610389610393e-05, -2.259740259740261e-05, -3.245112781954892e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",797,"[0.0, 0.0, 0.0, 0.0, 0.0, 4.488620290600491e-05, -0.0005209670193604853, 0.0, 7.279088204912028e-05, 9.667584018676949e-05, 0.00020000106227382759, 0.00020508879559139926]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",806,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.2899121080939256e-05, -0.00046070560582862604, 2.953131174420851e-05, 5.161975784048315e-05, 0.00016599496176975616, 0.00022777828443044907, 0.00012053542709016816]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 7708]",819,"[0.0013072379392484695, -0.007262657781853087, 0.0003091558497223342, 0.0010695822088975882, 0.0003369740633237151, 0.0005061193003528377, 0.00012579657805680247, -8.561909603976725e-05, -2.881089916522238e-05, 3.10546821959979e-05, 2.6097506266147526e-06, -1.2515838303339804e-06, 2.929870129870132e-05, -4.8831168831168866e-06, -2.701298701298704e-05, -2.6649350649350676e-05, -3.792207792207795e-05, 6.806015037593993e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",837,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.5248810595345264e-05, -0.00027807148868807337, 1.900655800686186e-05, 4.0870405743947826e-05, 5.448639640910818e-05, 0.00019693529454885484, 0.00012165428686718205]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 5324]",847,"[0.0, 0.00017062028747920718, 0.00026880833383405664, 0.0006897336205690821, 0.001157760967086281, 0.0009250014873799663, 0.0005156973960628055, 0.0002879048188788018, 0.00010449779218861432, 0.00015990300546998487, 7.88182830096113e-05, -1.153833368446234e-05, 4.31688311688312e-05, -6.207792207792212e-05, -7.06493506493507e-05, 1.5168831168831184e-05, -3.875324675324677e-05, 0.00011329323308270689]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",866,"[0.0, 0.0, 0.0, 0.0, 0.0, 7.517573185890017e-05, -3.811103958507458e-05, 3.348664281659184e-06, 7.515429507537546e-05, 0.00013633726646375774, 0.00011784685668717234, 9.897826500382402e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 4149]",41146,"[0.0, 0.0, 0.0008446906559505127, -0.0004184804876237867, 0.0003363648166823521, 0.0003073063873967229, 0.00039666117887318734, 0.00026112348255591714, -3.030004981402365e-05, -1.5630405952807253e-05, 0.00010802580881399748, -9.186322146744573e-06, 7.220779220778677e-06, 3.0441558441558514e-05, -5.314285714285719e-05, -3.4285714285714304e-05, -8.789610389610397e-05, 5.693233082706777e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 684]",54,"[0.008351110116801534, 0.003331872516582154, -0.0010032324482477004, 0.0005724507404989978, -0.00013665180646331, -5.7683190135597055e-05, 0.0005444381011643045, -0.00014413049339235919, -0.0010780137649439034, -0.0002190798041423237, -0.00027813058187518445, 0.000602583302740768]",FALSE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 595]",188,"[0.006583404424607011, 0.006094185917046271, 0.004568864892006848, 0.003919535995213684, 0.002372203557383265, 0.0013888079725023106, 0.0001870671826525986, 0.001021580662184676, 0.0010419913558075008, 0.0008931158948859084, 0.0006342663930754437, 1.6519112908862248e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 291]",299,"[0.011697969531966099, 0.005907670166443338, 0.005847497944364304, 0.0025927787972825707, -0.00013487862969274885, 1.5950992821982465e-05, -0.0002842641188726102, -0.0002969365667267824, -0.0004798078740797611, 0.00017775693483121583]",FALSE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 828]",679,"[0.006122491786465158, -0.0007401513507770328, -0.0006985758023293888, 0.00017640201303768455, 5.86993564142875e-05, 0.0005208494736018232, 0.0013667759316478311, -0.0012061230578717184, 0.000491353321493522, 0.001323799872210209, -0.00037176149038509556, -0.00039932031741273877]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",718,"[0.0, 9.276437847866413e-06, 3.788129502415217e-05, -2.627957140804367e-06, 0.00013990602573062125, 2.8491102357081607e-05, 0.0004961591676722114, 0.0013342278973108095, 0.0011796279942482065, 0.00036603243275425357, 0.0003004192163937206, 0.0002931218520444016]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",797,"[4.7792207792207824e-05, 3.610613524406628e-05, 0.0001095084750104653, 0.0004664298914677605, 0.0012894264087118662, 0.0035638112828781906, 0.00144553873168822, 0.001025597755007771, 0.0005449411779334344, 0.00010285959103995443, 0.0001619085667308028, 8.018414648469376e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",837,"[0.0, 4.1806678170314494e-05, 0.00018085972789067827, 0.00046576403792214656, 0.0012825576802417355, 0.003854854252524631, 0.0014136900173118922, 0.0008609794341981158, 8.079052967849219e-05, -9.735948819177666e-06, 0.000258404717649802, 0.00012294530153276394]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724]",1503,"[0.018012523956778503, 0.016151572829846715, 0.011321389030435093, 0.007190625502272974, 0.003914261806440459, 0.0019174001935814832, 0.0011364889103280284, 0.00047580397023380287, 0.00029477130593272673, -5.962062866302362e-05, 0.00033810255932340835, 0.00012968676405894836]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724]",1509,"[0.003331518428728554, 0.0026950228023624946, 0.0019432151152557783, 0.00011139523383386702, 0.0009573437058426946, 0.0006623781645331268, -0.00026955854661112093, -0.000406212272700624, 0.000380564194885868, -0.0006029210274264421, -1.646664707738487e-05, 0.0005754625524149906]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724]",1567,"[0.01155401514790543, 0.0074366317297633435, 0.004460369024685723, 0.0018106741660713682, 0.0015987639889513128, 0.0006761053289814212, 0.0018559695920939698, 3.462522612625874e-05, 0.00010745620616234662, -9.94473085688858e-05, -0.00017256270345615476, 6.9952257675793235e-06]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 863]",40687,"[0.0037358717653853068, 0.00333050408318179, 0.002834999450627604, 0.0009903555580236228, 0.001916053697027378, 0.00018791668302676418, 0.0006113922154516447, 0.0002883619625023158, 0.00012528691704196367, -1.9450717732053076e-05, 0.0001314347954657044, -0.00010927380280541744]",TRUE,FALSE,TRUE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2588]",3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4875110225547674e-05, -2.8773630572787674e-07, 2.776287688580761e-05, 3.251356492226827e-05, -1.0191249452294143e-05, -1.4749992300436131e-05, 1.1064935064935076e-05, -1.7402597402597413e-05, 2.950649350649353e-05, -4.1172932330827116e-05]",TRUE,TRUE,TRUE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 505]",11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8897987375739245e-06, 5.3142172216622636e-05, 0.00010040211805139568]",TRUE,TRUE,TRUE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]",18,"[3.868131868131868e-05, 9.374955305563624e-05, 3.1843486413538496e-05, 0.00013522604103089763, 0.00010161010632765099, -4.200318601523125e-05, -1.5594758873650358e-05, 9.438179813112503e-06, 4.4411271985035465e-05, -7.929910384679441e-07, 3.0261794515271967e-05, 2.616864863826481e-05, -1.3454545454545468e-05, 0.00010974436090225555]",TRUE,TRUE,TRUE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1192]",23,"[7.736263736263735e-05, 0.00018749910611127248, 6.27216199453478e-05, 5.033821420339854e-05, -2.1100419385010253e-07, 0.00015303689747681455, 0.0004718791639214307, 0.0007938818871846809, 0.0009495638661379759, 0.0007978620705899683, 0.0003885480759708616, 0.00014263417941104607, 8.654545454545453e-05, 0.00010306766917293184]",TRUE,TRUE,TRUE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 6579]",24,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",FALSE,FALSE,FALSE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",31,"[0.0, 0.0, 0.0, 6.111535523300241e-06, 8.908487393006009e-05, 0.00021315618348269436, 0.00010127241269216384, 0.0003722689555966485, 0.00019390540794324951, 0.0001601383472083309, 4.595914771298479e-05, 4.419530360140208e-05]",TRUE,TRUE,TRUE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2583]",46,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.674038908993724e-06, -3.053943471990854e-07, -1.5262620267976961e-07, -7.63198276198392e-08, 0.0, -6.233766233766235e-07, 1.3506493506493527e-06, 9.744360902255646e-06]",TRUE,TRUE,TRUE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 684]",54,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.845192204822287e-07, 2.790102176548014e-05, 1.237532254616225e-05]",TRUE,TRUE,TRUE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 121]",61,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",FALSE,,FALSE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1201]",181,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.894181234771516e-05, 0.00011581548609749143, 0.00012377980645120613, 0.00019402516494480032, 6.722077922077929e-05, 0.00015485714285714302]",TRUE,TRUE,TRUE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 595]",188,"[0.0011952451330347357, 0.001701638490559642, 0.0013680010918685006, 0.0012842024209189689, 0.0013223772166916163, 0.0010955394142518316, 0.0008973829789148079, 0.0006191230947723505, 0.0006224980666620891, 0.0003903626626788729, 0.00028156849272319476, 0.0002422281037155646]",TRUE,TRUE,TRUE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 40]",346,"[0.0, 0.0, 0.0, 0.0]",,,FALSE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 162]",446,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",FALSE,,FALSE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 828]",679,"[0.00017291219570696444, 0.000532980566723517, 0.0008413594199191795, 0.0013889119562765378, 0.0005309020151572592, 0.0007557800201323002, 0.0006438937125283886, 0.000784723735390036, 0.0006963208482336061, 0.00022471766529955493, 0.0002917315783782824, 0.00010612263850905301]",TRUE,TRUE,TRUE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",715,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.130260071497836e-06]",FALSE,FALSE,TRUE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",718,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.187344200283869e-06]",FALSE,FALSE,TRUE
sklearn.ensemble.GradientBoostingClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 3383]",720,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1789882541267285e-05, 0.00015440796902209023, 0.0001009727784571117, 0.00017891034460894357, 2.3516498256377326e-05, -4.10389610389611e-06, 8.41558441558441e-06, 5.355844155844159e-05, -2.2045112781954833e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 505]",11,"[0.0022366915489003196, 0.0027856535125979874, 0.0015407194577203777, 0.00029465549955266194, -7.951258715826258e-05, 8.767628332095871e-05, 0.0005326531673017371, -2.6180907452682472e-05, 5.2403888076444055e-05, 2.1991674554750484e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",31,"[0.0014991421729337894, 0.001358167292983009, 0.0021281862358397134, 0.002316390506324323, 0.0014216105874763553, 0.0010455111397524107, 0.0008529351944356794, 0.00012138549165952408, -1.1640402496939868e-05, -6.128390526830471e-05, -3.109635243334536e-05, -3.611278446318556e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 121]",61,"[-0.0005807410145252193, -0.00039464417054164356, -0.0006976833528479423, -9.089709905151396e-05, 0.00015723530203366198, 2.700347557345892e-06]",TRUE,,TRUE
